# Title: Install Community Enablement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# Description: This option creates Community Enablement content (Videos and SCORM) when the Enablement features are available on the instance. The resources are first created on author, then assigned and published to demo users.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SlingPost,/content/dam/resources,jcr:title,Resources,jcr:description,Resources for Catalog and Enablement functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SlingPost,/content/dam/resources/communities,jcr:title,Geometrixx,jcr:description,Assets for the Enablement Function,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asset,/content/dam/resources/communities.createasset.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jason.werner@dodgit.com,0,not used,not used,ski-lesson-1.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jason.werner@dodgit.com,0,not used,not used,surf-lesson.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jason.werner@dodgit.com,0,not used,not used,ski-quiz.zip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
admin,0,not used,not used,ski-lessons-publish.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
admin,0,not used,not used,ski-lessons-2-publish.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
admin,0,not used,not used,ski-lessons-3-publish.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
admin,0,not used,not used,ski-lessons-4-publish.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
admin,0,not used,not used,ski-path-publish.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
admin,0,not used,not used,ski-quiz-publish.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
admin,0,not used,not used,surf-lessons-publish.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Resource,/content/sites/communities/resources/en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jason.werner@dodgit.com,0,surf-lesson.mp4,surf-lessons.jpg,learningpath,,site,communities,function,assignments,jcr:title,Learning to Surf,description,Learning to Surf for kids,small-asset,/content/dam/resources/communities/surf-lessons-publish.jpg,resourceTags,geometrixx-outdoors:activity/surfing,id,learning-surf-1,allow-social-switch,TRUE,allow-comments,TRUE,allow-ratings,TRUE,anonymous-access,TRUE,publish,none,deltaList,"{""josh.bradley@pookmail.com"":""+"",""ryan.palmer@spambob.com"":""+"",""aaron.mcdonald@mailinator.com"":""+"",""weston.mccall@dodgit.com"":""+"",""emily.andrews@mailinator.com"":""+""}",add-learners,"[""{'userId':'emily.andrews@mailinator.com','userName':'Emily Andrews','userEmail':'emily.andrews@mailinator.com'}"",""{'userId':'ryan.palmer@spambob.com','userName':'Ryan Palmer','userEmail':'ryan.palmer@spambob.com'}"",""{'userId':'josh.bradley@pookmail.com','userName':'Josh Bradley','userEmail':'josh.bradley@pookmail.com'}"",""{'userId':'weston.mccall@dodgit.com','userName':'Weston McCall','userEmail':'weston.mccall@dodgit.com'}"",""{'userId':'aaron.mcdonald@mailinator.com','userName':'Aaron McDonald','userEmail':'aaron.mcdonald@mailinator.com'}""]",resource-author,"[""{'userId':'jason.werner@dodgit.com','userName':'Jason Werner','userEmail':'jason.werner@dodgit.com'}""]",resource-contact,"[""{'userId':'jason.werner@dodgit.com','userName':'Jason Werner','userEmail':'jason.werner@dodgit.com'}""]",resource-expert,"[""{'userId':'jason.werner@dodgit.com','userName':'Jason Werner','userEmail':'jason.werner@dodgit.com'}""]",send-enrollment-email,FALSE,anonymous-access,TRUE
jason.werner@dodgit.com,0,ski-lesson-1.mp4,ski-lessons.jpg,learningpath,ski,site,communities,function,assignments,jcr:title,"Beginner Ski Lesson, part I",description,"Learning to Ski, first part",small-asset,/content/dam/resources/communities/ski-lessons-publish.jpg,resourceTags,geometrixx-outdoors:activity/skiing,id,learning-ski-1,allow-social-switch,TRUE,allow-comments,TRUE,allow-ratings,TRUE,anonymous-access,TRUE,publish,none,deltaList,"{""josh.bradley@pookmail.com"":""+"",""ryan.palmer@spambob.com"":""+"",""aaron.mcdonald@mailinator.com"":""+"",""weston.mccall@dodgit.com"":""+"",""emily.andrews@mailinator.com"":""+""}",add-learners,"[""{'userId':'emily.andrews@mailinator.com','userName':'Emily Andrews','userEmail':'emily.andrews@mailinator.com'}"",""{'userId':'ryan.palmer@spambob.com','userName':'Ryan Palmer','userEmail':'ryan.palmer@spambob.com'}"",""{'userId':'josh.bradley@pookmail.com','userName':'Josh Bradley','userEmail':'josh.bradley@pookmail.com'}"",""{'userId':'weston.mccall@dodgit.com','userName':'Weston McCall','userEmail':'weston.mccall@dodgit.com'}"",""{'userId':'aaron.mcdonald@mailinator.com','userName':'Aaron McDonald','userEmail':'aaron.mcdonald@mailinator.com'}""]",resource-author,"[""{'userId':'jason.werner@dodgit.com','userName':'Jason Werner','userEmail':'jason.werner@dodgit.com'}""]",resource-contact,"[""{'userId':'jason.werner@dodgit.com','userName':'Jason Werner','userEmail':'jason.werner@dodgit.com'}""]",resource-expert,"[""{'userId':'jason.werner@dodgit.com','userName':'Jason Werner','userEmail':'jason.werner@dodgit.com'}""]",send-enrollment-email,FALSE,anonymous-access,TRUE
jason.werner@dodgit.com,0,ski-lesson-1.mp4,ski-lessons-2.jpg,learningpath,ski,site,communities,function,assignments,jcr:title,"Beginner Ski Lesson, part II",description,"Learning to Ski, second part",small-asset,/content/dam/resources/communities/ski-lessons-2-publish.jpg,resourceTags,geometrixx-outdoors:activity/skiing,id,learning-ski-2,allow-social-switch,TRUE,allow-comments,TRUE,allow-ratings,TRUE,anonymous-access,TRUE,publish,none,deltaList,"{""josh.bradley@pookmail.com"":""+"",""ryan.palmer@spambob.com"":""+"",""aaron.mcdonald@mailinator.com"":""+"",""weston.mccall@dodgit.com"":""+"",""emily.andrews@mailinator.com"":""+""}",add-learners,"[""{'userId':'emily.andrews@mailinator.com','userName':'Emily Andrews','userEmail':'emily.andrews@mailinator.com'}"",""{'userId':'ryan.palmer@spambob.com','userName':'Ryan Palmer','userEmail':'ryan.palmer@spambob.com'}"",""{'userId':'josh.bradley@pookmail.com','userName':'Josh Bradley','userEmail':'josh.bradley@pookmail.com'}"",""{'userId':'weston.mccall@dodgit.com','userName':'Weston McCall','userEmail':'weston.mccall@dodgit.com'}"",""{'userId':'aaron.mcdonald@mailinator.com','userName':'Aaron McDonald','userEmail':'aaron.mcdonald@mailinator.com'}""]",resource-author,"[""{'userId':'jason.werner@dodgit.com','userName':'Jason Werner','userEmail':'jason.werner@dodgit.com'}""]",resource-contact,"[""{'userId':'jason.werner@dodgit.com','userName':'Jason Werner','userEmail':'jason.werner@dodgit.com'}""]",resource-expert,"[""{'userId':'jason.werner@dodgit.com','userName':'Jason Werner','userEmail':'jason.werner@dodgit.com'}""]",send-enrollment-email,FALSE,anonymous-access,TRUE
jason.werner@dodgit.com,0,ski-lesson-1.mp4,ski-lessons-3.jpg,learningpath,ski,site,communities,function,assignments,jcr:title,"Beginner Ski Lesson, part III",description,"Learning to Ski, third part",small-asset,/content/dam/resources/communities/ski-lessons-3-publish.jpg,resourceTags,geometrixx-outdoors:activity/skiing|geometrixx-outdoors:activity,id,learning-ski-3,allow-social-switch,TRUE,allow-comments,TRUE,allow-ratings,TRUE,anonymous-access,TRUE,publish,none,deltaList,"{""josh.bradley@pookmail.com"":""+"",""ryan.palmer@spambob.com"":""+"",""aaron.mcdonald@mailinator.com"":""+"",""weston.mccall@dodgit.com"":""+"",""emily.andrews@mailinator.com"":""+""}",add-learners,"[""{'userId':'emily.andrews@mailinator.com','userName':'Emily Andrews','userEmail':'emily.andrews@mailinator.com'}"",""{'userId':'ryan.palmer@spambob.com','userName':'Ryan Palmer','userEmail':'ryan.palmer@spambob.com'}"",""{'userId':'josh.bradley@pookmail.com','userName':'Josh Bradley','userEmail':'josh.bradley@pookmail.com'}"",""{'userId':'weston.mccall@dodgit.com','userName':'Weston McCall','userEmail':'weston.mccall@dodgit.com'}"",""{'userId':'aaron.mcdonald@mailinator.com','userName':'Aaron McDonald','userEmail':'aaron.mcdonald@mailinator.com'}""]",resource-author,"[""{'userId':'jason.werner@dodgit.com','userName':'Jason Werner','userEmail':'jason.werner@dodgit.com'}""]",resource-contact,"[""{'userId':'jason.werner@dodgit.com','userName':'Jason Werner','userEmail':'jason.werner@dodgit.com'}""]",resource-expert,"[""{'userId':'jason.werner@dodgit.com','userName':'Jason Werner','userEmail':'jason.werner@dodgit.com'}""]",send-enrollment-email,FALSE,anonymous-access,TRUE
